gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,age,diverging_job_title,post_code_cut,diverging_post_code
Male,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,Yes,16,7199 Springview Parkway,4503,QLD,5,63,Other,"(4450,4550]",Other
Male,23,1950-03-18,Pharmacist,Health,High Net Worth,No,18,045 Magdeline Court,3690,VIC,1,67,Other,"(3650,3750]","(3650,3750]"
Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,No,8,5 Hoard Trail,2197,NSW,10,39,Other,"(2150,2250]",Other
Female,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,Yes,11,93 Scofield Pass,3152,VIC,6,62,Other,"(3150,3250]",Other
Female,18,1966-08-04,Statistician,Retail,Affluent Customer,No,14,29 Maple Trail,3143,VIC,8,50,Other,"(3050,3150]",Other
Female,96,1968-02-17,Database Administrator,n/a,High Net Worth,No,8,7 Brentwood Circle,4000,QLD,7,49,Other,"(3950,4050]",Other
Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,No,13,28 Hazelcrest Drive,2525,NSW,8,34,Other,"(2450,2550]",Other
Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,No,14,01 Reindahl Circle,4132,QLD,3,21,Other,"(4050,4150]",Other
Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,No,12,5880 Hauk Street,2046,NSW,11,54,Other,"[1950,2050]",Other
Female,51,1976-10-08,VP Marketing,n/a,Affluent Customer,No,18,0 Larry Park,3175,VIC,8,40,Other,"(3150,3250]",Other
Female,38,1940-05-23,Software Engineer,Argiculture,High Net Worth,Yes,14,69 Sunfield Terrace,2558,NSW,8,77,Other,"(2550,2650]",Other
Male,93,1995-07-19,Database Administrator,Retail,Affluent Customer,Yes,5,7513 Swallow Drive,2148,NSW,9,21,Other,"(2050,2150]",Other
Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,No,17,058 Morningstar Center,2127,NSW,9,35,Other,"(2050,2150]",Other
Female,18,1942-10-21,Social Worker,Health,Mass Customer,Yes,15,0689 Melby Park,4030,QLD,9,74,Other,"(3950,4050]",Other
Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,Yes,16,3 Spohn Circle,2477,NSW,5,58,Other,"(2450,2550]",Other
Male,42,1988-01-07,Chief Design Engineer,n/a,Mass Customer,No,5,91 Calypso Trail,2750,NSW,8,29,Other,"(2650,2750]",Other
Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,Yes,1,54782 Lake View Parkway,3178,VIC,9,20,Other,"(3150,3250]",Other
Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,Yes,17,48971 Marquette Point,3976,VIC,5,59,Other,"(3950,4050]",Other
Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,Yes,15,99 Sherman Parkway,3083,VIC,12,65,Other,"(3050,3150]",Other
Female,2,1944-04-28,Professor,Financial Services,Mass Customer,Yes,19,381 Emmet Terrace,2047,NSW,12,73,Other,"[1950,2050]",Other
Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,Yes,14,7 Beilfuss Road,3163,VIC,6,32,Analyst Programmer,"(3150,3250]",Other
Female,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,Yes,18,7 Elgar Hill,3060,VIC,5,39,Other,"(3050,3150]",Other
Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,No,16,36506 Bartillon Point,3816,VIC,3,48,Other,"(3750,3850]",Other
Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,No,6,8 Scott Drive,3150,VIC,11,25,Other,"(3050,3150]",Other
Male,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,Yes,20,653 2nd Park,2766,NSW,8,57,Other,"(2750,2850]",Other
Female,59,1940-10-26,Developer,Health,High Net Worth,No,17,504 Stuart Pass,2130,NSW,11,76,Other,"(2050,2150]",Other
Female,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,No,12,5 Southridge Hill,3029,VIC,7,57,Other,"(2950,3050]","(2950,3050]"
Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,No,19,539 Graceland Pass,3444,VIC,7,76,Other,"(3350,3450]","(3350,3450]"
Female,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,22,46057 Harbort Hill,4304,QLD,2,42,Other,"(4250,4350]",Other
Male,3,1959-08-01,Librarian,Entertainment,High Net Worth,No,9,2 Shasta Place,3130,VIC,10,57,Other,"(3050,3150]",Other
Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,No,12,77608 Donald Center,4516,QLD,6,60,Other,"(4450,4550]",Other
Female,5,1944-03-18,Health Coach,Health,High Net Worth,No,11,0433 La Follette Road,2137,NSW,11,73,Other,"(2050,2150]",Other
Male,20,1956-03-19,Associate Professor,n/a,Mass Customer,Yes,20,8593 Prairie Rose Way,2500,NSW,8,61,Other,"(2450,2550]",Other
Female,23,1940-03-11,Operator,Manufacturing,Mass Customer,No,18,179 Carey Terrace,3020,VIC,9,77,Other,"(2950,3050]","(2950,3050]"
Female,73,1962-08-05,Pharmacist,Health,High Net Worth,No,12,3 Ruskin Hill,2122,NSW,9,54,Other,"(2050,2150]",Other
Female,8,1952-04-07,VP Sales,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,65,Other,"(2750,2850]",Other
Male,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,No,15,08822 Duke Road,2763,NSW,8,50,Other,"(2750,2850]",Other
Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,No,4,5 Schurz Street,2141,NSW,9,20,Other,"(2050,2150]",Other
Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,Yes,7,344 Darwin Junction,2093,NSW,12,46,Other,"(2050,2150]",Other
Female,70,1996-06-18,VP Quality Control,Property,Affluent Customer,Yes,9,320 Acker Drive,2251,NSW,7,20,Other,"(2250,2350]",Other
Male,17,1947-12-28,VP Sales,Retail,Affluent Customer,No,12,2874 Bay Hill,4032,QLD,9,69,Other,"(3950,4050]",Other
Female,25,1981-05-05,Accountant,Manufacturing,Mass Customer,Yes,12,3 Sunbrook Alley,4178,QLD,7,36,Other,"(4150,4250]",Other
Female,98,1978-03-27,Social Worker,Health,Mass Customer,Yes,10,34 Jay Hill,2880,NSW,1,39,Other,"(2850,2950]","(2850,2950]"
Male,58,1977-07-19,Office Assistant,Retail,High Net Worth,No,7,78 Bluestem Road,3860,VIC,2,39,Other,"(3850,3950]",Other
Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,Yes,3,0 Express Lane,2142,NSW,6,37,Other,"(2050,2150]",Other
Male,67,1994-12-23,Actuary,Financial Services,Mass Customer,Yes,2,077 Hansons Point,4075,QLD,8,22,Other,"(4050,4150]",Other
Male,22,1941-02-23,Accounting Assistant,Manufacturing,Mass Customer,No,11,23737 Bartillon Street,2171,NSW,9,76,Other,"(2150,2250]",Other
Female,92,1992-10-10,Occupational Therapist,Health,High Net Worth,No,16,2 Anniversary Trail,4508,QLD,4,24,Other,"(4450,4550]",Other
Female,53,1992-06-24,Administrative Assistant,Financial Services,Affluent Customer,Yes,5,738 Spaight Drive,3216,VIC,8,24,Other,"(3150,3250]",Other
Male,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,No,18,59846 2nd Pass,2077,NSW,9,43,Other,"(2050,2150]",Other
Male,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,No,9,3745 Thierer Trail,4078,QLD,5,62,Other,"(4050,4150]",Other
Male,68,1977-10-07,VP Quality Control,Property,High Net Worth,Yes,17,11121 Jackson Crossing,2323,NSW,4,39,Other,"(2250,2350]",Other
Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,Yes,13,1 Elgar Alley,2166,NSW,9,26,Other,"(2150,2250]",Other
Female,75,1950-11-06,Recruiting Manager,n/a,High Net Worth,No,18,32834 Caliangt Way,4211,QLD,3,66,Recruiting Manager,"(4150,4250]",Other
Female,12,1961-11-03,Marketing Manager,n/a,High Net Worth,No,12,2 Harper Junction,2069,NSW,12,55,Marketing Manager,"(2050,2150]",Other
Female,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,No,7,7 Caliangt Street,4209,QLD,3,42,Other,"(4150,4250]",Other
Female,44,1981-01-29,Occupational Therapist,Health,High Net Worth,Yes,7,5331 Ilene Parkway,2560,NSW,8,36,Other,"(2550,2650]",Other
Female,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,No,13,1009 Roxbury Point,2110,NSW,11,42,Other,"(2050,2150]",Other
Male,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,No,6,660 Carey Avenue,2759,NSW,8,51,Other,"(2750,2850]",Other
Female,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,Yes,19,2 Golden Leaf Parkway,3759,VIC,7,63,Other,"(3750,3850]",Other
Female,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,No,16,18 Dottie Park,2230,NSW,11,65,Other,"(2150,2250]",Other
Male,27,1975-11-18,Actuary,Financial Services,Mass Customer,No,11,85 Badeau Pass,3158,VIC,8,41,Other,"(3150,3250]",Other
Male,18,1946-08-22,Clinical Specialist,Health,Mass Customer,Yes,8,784 Lotheville Court,2541,NSW,5,70,Other,"(2450,2550]",Other
Female,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,No,2,57568 Northview Junction,2141,NSW,7,17,Other,"(2050,2150]",Other
Male,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,Yes,14,283 Golf View Lane,2747,NSW,8,44,Other,"(2650,2750]",Other
Female,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,Yes,9,7 Johnson Hill,3028,VIC,8,33,Other,"(2950,3050]","(2950,3050]"
Male,14,1983-05-18,Paralegal,Financial Services,Mass Customer,Yes,6,22580 Doe Crossing Drive,4055,QLD,9,34,Other,"(4050,4150]",Other
Male,28,1971-10-11,Structural Analysis Engineer,n/a,Affluent Customer,Yes,18,96081 Lakewood Hill,4650,QLD,2,45,Other,"(4550,4650]",Other
Female,47,1975-07-09,Nurse,Retail,Mass Customer,No,17,6634 Old Gate Parkway,4304,QLD,3,41,Other,"(4250,4350]",Other
Female,74,1950-10-12,Nurse,Financial Services,High Net Worth,No,12,72 Lukken Crossing,2016,NSW,11,66,Other,"[1950,2050]",Other
Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,53,Project Manager,"(2450,2550]",Other
Male,8,1965-09-09,Senior Sales Associate,n/a,Affluent Customer,Yes,4,290 Menomonie Circle,3782,VIC,7,51,Other,"(3750,3850]",Other
Female,26,1966-10-18,Assistant Manager,Health,Mass Customer,Yes,9,6 Sutherland Parkway,4879,QLD,10,50,Assistant Manager,"(4850,4950]","(4850,4950]"
Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,Yes,9,1 Oriole Crossing,3184,VIC,9,17,Other,"(3150,3250]",Other
Male,71,1966-01-30,Actuary,Financial Services,Mass Customer,Yes,7,51837 Canary Center,2114,NSW,9,51,Other,"(2050,2150]",Other
Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,5,43030 Carberry Way,2560,NSW,4,39,Other,"(2550,2650]",Other
Male,71,1972-10-23,VP Marketing,n/a,Mass Customer,Yes,5,0 Bay Drive,2750,NSW,8,44,Other,"(2650,2750]",Other
Male,36,1965-08-21,Web Designer,Manufacturing,Mass Customer,No,17,6 Anzinger Pass,3030,VIC,6,51,Other,"(2950,3050]","(2950,3050]"
Female,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,Yes,21,19453 Ramsey Point,3067,VIC,11,40,Other,"(3050,3150]",Other
Female,54,1969-03-06,Recruiting Manager,n/a,Mass Customer,Yes,10,1861 Chive Court,2199,NSW,9,48,Recruiting Manager,"(2150,2250]",Other
Male,83,1970-03-11,Business Systems Development Analyst,n/a,Mass Customer,No,16,9 Westerfield Point,3437,VIC,9,47,Other,"(3350,3450]","(3350,3450]"
Male,37,1997-10-23,Developer,n/a,High Net Worth,Yes,9,3 Redwing Center,2209,NSW,10,19,Other,"(2150,2250]",Other
Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,Yes,10,189 Bayside Court,2480,NSW,7,23,Analog Circuit Design manager,"(2450,2550]",Other
Male,28,1956-09-15,Internal Auditor,Health,Affluent Customer,Yes,12,174 Farwell Point,2121,NSW,11,60,Other,"(2050,2150]",Other
Female,60,1961-12-10,Research Nurse,Health,Affluent Customer,Yes,16,356 Pennsylvania Point,2128,NSW,9,55,Other,"(2050,2150]",Other
Male,87,1997-03-28,Environmental Tech,IT,Mass Customer,Yes,11,62 Dryden Junction,2042,NSW,10,20,Other,"[1950,2050]",Other
Female,40,1992-04-07,Programmer Analyst,Manufacturing,Mass Customer,Yes,5,25 Westerfield Road,4165,QLD,5,25,Other,"(4150,4250]",Other
Female,94,1945-06-11,Assistant Manager,n/a,Mass Customer,Yes,9,64 Armistice Point,4217,QLD,9,71,Assistant Manager,"(4150,4250]",Other
Male,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,No,15,74 Everett Court,4408,QLD,2,26,Other,"(4350,4450]","(4350,4450]"
Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,Yes,5,38 Nobel Lane,2147,NSW,9,36,Other,"(2050,2150]",Other
Male,11,1990-04-04,Structural Engineer,n/a,Mass Customer,Yes,9,6936 Homewood Avenue,4000,QLD,7,27,Other,"(3950,4050]",Other
Female,68,1966-09-17,Research Nurse,Health,Mass Customer,Yes,6,8 Crowley Center,4212,QLD,7,50,Other,"(4150,4250]",Other
Male,52,1963-09-01,Senior Developer,n/a,High Net Worth,Yes,17,44 Ronald Regan Parkway,4352,QLD,7,53,Other,"(4350,4450]","(4350,4450]"
Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,No,16,174 Lotheville Crossing,2093,NSW,9,41,Civil Engineer,"(2050,2150]",Other
Female,42,1947-06-12,Accountant,IT,Affluent Customer,Yes,19,8 Bluejay Road,4301,QLD,1,69,Other,"(4250,4350]",Other
Male,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,Yes,11,44 Thompson Center,2134,NSW,9,43,Other,"(2050,2150]",Other
Male,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,Yes,10,70360 Onsgard Plaza,3977,VIC,6,16,Other,"(3950,4050]",Other
Female,70,1948-03-02,Database Administrator,Property,Affluent Customer,Yes,17,53870 Jay Pass,4575,QLD,9,69,Other,"(4550,4650]",Other
Male,87,1998-08-19,Professor,Entertainment,Mass Customer,No,11,417 Killdeer Alley,2650,NSW,2,18,Other,"(2550,2650]",Other
Male,43,1976-07-19,Software Consultant,Retail,Affluent Customer,No,8,28 Prentice Trail,2155,NSW,10,40,Other,"(2150,2250]",Other
Female,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,No,7,216 Bultman Park,4305,QLD,3,37,Physical Therapy Assistant,"(4250,4350]",Other
Female,25,1962-05-12,Librarian,Entertainment,Mass Customer,Yes,5,435 Mitchell Street,4115,QLD,7,55,Other,"(4050,4150]",Other
Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,Yes,21,15621 Twin Pines Crossing,4130,QLD,9,41,Other,"(4050,4150]",Other
Female,7,1971-01-10,Web Designer,Retail,Affluent Customer,No,11,03 Bellgrove Avenue,2066,NSW,12,46,Other,"(2050,2150]",Other
Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,Yes,20,89100 Rusk Crossing,3338,VIC,2,67,Other,"(3250,3350]",Other
Male,35,1965-03-15,Social Worker,Health,Mass Customer,No,16,42280 Namekagon Crossing,2140,NSW,8,52,Other,"(2050,2150]",Other
Female,87,1974-06-17,Quality Control Specialist,n/a,Mass Customer,No,12,1 Fordem Way,3844,VIC,7,42,Other,"(3750,3850]",Other
Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,No,10,780 Bonner Pass,4034,QLD,5,47,Other,"(3950,4050]",Other
Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,Yes,6,77916 Moland Park,3174,VIC,6,21,Other,"(3150,3250]",Other
Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,Yes,6,00 Southridge Avenue,2036,NSW,11,43,Senior Quality Engineer,"[1950,2050]",Other
Male,69,1982-04-25,Health Coach,Health,High Net Worth,No,17,7870 Stuart Crossing,2090,NSW,7,35,Other,"(2050,2150]",Other
Male,51,1973-12-22,Teacher,Retail,Affluent Customer,No,21,7234 Sycamore Pass,4178,QLD,3,43,Other,"(4150,4250]",Other
Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,No,7,98454 Dapin Park,4556,QLD,7,29,Other,"(4550,4650]",Other
Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,No,16,4 Talmadge Road,4701,QLD,1,66,Other,"(4650,4750]",Other
Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,No,8,47 Susan Park,2025,NSW,12,15,Other,"[1950,2050]",Other
Male,37,1960-10-01,Research Assistant,Manufacturing,High Net Worth,Yes,11,6026 Mallory Drive,4561,QLD,7,56,Other,"(4550,4650]",Other
Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,No,8,1 Eliot Plaza,2323,NSW,4,18,Other,"(2250,2350]",Other
Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,Yes,6,66 Hoffman Court,2232,NSW,8,27,Other,"(2150,2250]",Other
Female,11,1965-12-22,VP Sales,Retail,Mass Customer,Yes,9,7 Sycamore Terrace,2232,NSW,10,51,Other,"(2150,2250]",Other
Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,No,22,28 Parkside Park,3046,VIC,8,69,Other,"(2950,3050]","(2950,3050]"
Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,No,4,2782 Northridge Street,2420,NSW,3,32,Other,"(2350,2450]",Other
Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,Yes,9,3662 Beilfuss Lane,2170,NSW,8,64,Project Manager,"(2150,2250]",Other
Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,Yes,4,56334 Vera Crossing,3013,VIC,9,27,Other,"(2950,3050]","(2950,3050]"
Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,No,10,79 Sheridan Point,2231,NSW,10,23,Other,"(2150,2250]",Other
Female,73,1988-03-05,Budget/Accounting Analyst,Retail,Mass Customer,Yes,14,04769 Dahle Plaza,3170,VIC,9,29,Other,"(3150,3250]",Other
Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,No,18,5731 Bunker Hill Lane,2046,NSW,10,51,Other,"[1950,2050]",Other
Female,46,1996-04-05,Budget/Accounting Analyst,n/a,Mass Customer,Yes,6,922 Utah Avenue,3204,VIC,12,21,Other,"(3150,3250]",Other
Female,30,1981-07-28,Food Chemist,Health,Mass Customer,No,10,25044 Bay Avenue,2042,NSW,10,35,Other,"[1950,2050]",Other
Female,35,1964-07-07,Software Test Engineer,Financial Services,Affluent Customer,Yes,10,315 Hudson Road,4818,QLD,5,52,Other,"(4750,4850]","(4750,4850]"
Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,No,8,6112 Mariners Cove Park,3147,VIC,10,62,Other,"(3050,3150]",Other
Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,No,12,176 Fallview Plaza,2019,NSW,9,24,Other,"[1950,2050]",Other
Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,No,9,544 Pawling Road,2230,NSW,10,23,Analyst Programmer,"(2150,2250]",Other
Male,89,1956-08-12,Operator,Health,High Net Worth,No,6,11 Brickson Park Alley,2166,NSW,10,60,Other,"(2150,2250]",Other
Female,48,1957-09-04,Research Nurse,Health,High Net Worth,Yes,11,77 Paget Park,3147,VIC,12,59,Other,"(3050,3150]",Other
Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,No,7,598 Memorial Place,2082,NSW,10,35,Other,"(2050,2150]",Other
Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,No,9,6227 Quincy Terrace,4740,QLD,2,37,Other,"(4650,4750]",Other
Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,Yes,9,31351 Sunbrook Place,2234,NSW,10,24,Other,"(2150,2250]",Other
Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,Yes,11,80 Schiller Center,2292,NSW,6,43,Other,"(2250,2350]",Other
Male,4,1973-03-12,Associate Professor,Property,Mass Customer,No,7,1217 Melody Alley,3109,VIC,10,44,Other,"(3050,3150]",Other
Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,No,18,46 Westerfield Place,2195,NSW,6,62,Other,"(2150,2250]",Other
Male,21,1955-11-09,Developer,Health,Mass Customer,No,9,75024 Ronald Regan Hill,2135,NSW,12,61,Other,"(2050,2150]",Other
Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,No,13,15 Fisk Road,2099,NSW,9,65,Other,"(2050,2150]",Other
Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,No,10,96 Hermina Place,4350,QLD,2,47,Other,"(4250,4350]",Other
Female,47,1966-11-17,Biostatistician,Financial Services,Mass Customer,Yes,13,99376 Namekagon Street,3101,VIC,12,50,Other,"(3050,3150]",Other
Male,7,1938-06-08,General Manager,Health,Mass Customer,No,12,276 Derek Circle,2759,NSW,9,78,General Manager,"(2750,2850]",Other
Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,No,13,56766 Mariners Cove Place,2256,NSW,9,35,Other,"(2250,2350]",Other
Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,No,22,13 Montana Place,2232,NSW,10,67,Other,"(2150,2250]",Other
Female,25,1974-05-21,Account Executive,Health,Mass Customer,Yes,14,02463 Portage Center,2107,NSW,11,43,Other,"(2050,2150]",Other
Female,77,1980-09-14,Health Coach,Health,Mass Customer,No,11,383 Graceland Avenue,2010,NSW,10,36,Other,"[1950,2050]",Other
Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,No,21,005 Kensington Street,4165,QLD,5,66,Marketing Manager,"(4150,4250]",Other
Male,71,1947-07-13,Project Manager,n/a,Mass Customer,Yes,11,1 Alpine Crossing,2536,NSW,8,69,Project Manager,"(2450,2550]",Other
Female,12,1952-05-30,Software Test Engineer,Manufacturing,High Net Worth,No,20,2 Namekagon Trail,3981,VIC,7,65,Other,"(3950,4050]",Other
Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,No,16,6771 Pleasure Terrace,4557,QLD,9,52,Other,"(4550,4650]",Other
Male,67,1940-11-25,Programmer,Financial Services,High Net Worth,No,21,2632 Del Mar Point,2226,NSW,11,76,Other,"(2150,2250]",Other
Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,No,8,7021 5th Alley,2770,NSW,7,31,Other,"(2750,2850]",Other
Female,94,1968-11-23,Safety Technician,Financial Services,Affluent Customer,Yes,9,04153 Johnson Point,2193,NSW,10,48,Other,"(2150,2250]",Other
Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,No,20,9 Spohn Way,4127,QLD,1,71,Other,"(4050,4150]",Other
Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,9,6030 Becker Plaza,2261,NSW,7,38,Other,"(2250,2350]",Other
Female,61,1952-12-09,Help Desk Operator,n/a,High Net Worth,No,22,64037 Swallow Crossing,4170,QLD,5,64,Other,"(4150,4250]",Other
Male,34,2000-04-10,Software Consultant,n/a,Affluent Customer,No,3,4594 Jackson Hill,2146,NSW,7,17,Other,"(2050,2150]",Other
Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,No,5,4 Anzinger Street,4556,QLD,8,57,Other,"(4550,4650]",Other
Male,42,1940-05-18,Computer Systems Analyst,Health,Mass Customer,Yes,17,33 Pond Point,2291,NSW,10,77,Other,"(2250,2350]",Other
Male,1,1965-05-04,Budget/Accounting Analyst,Financial Services,Affluent Customer,No,17,1 Roth Plaza,3121,VIC,10,52,Other,"(3050,3150]",Other
Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,No,14,0593 Stoughton Center,3073,VIC,8,28,Other,"(3050,3150]",Other
Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,No,12,8042 Cherokee Court,3163,VIC,8,28,Other,"(3150,3250]",Other
Male,70,1978-08-06,Budget/Accounting Analyst,Manufacturing,Affluent Customer,No,17,5864 Mcbride Trail,3174,VIC,8,38,Other,"(3150,3250]",Other
Male,46,1966-11-05,Budget/Accounting Analyst,n/a,Mass Customer,Yes,14,180 Lakewood Park,2194,NSW,8,50,Other,"(2150,2250]",Other
Male,36,1977-01-28,Account Representative,Argiculture,Mass Customer,No,16,6 Union Center,4280,QLD,7,40,Other,"(4250,4350]",Other
Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,Yes,7,41153 Pond Park,2251,NSW,8,44,Other,"(2250,2350]",Other
Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,No,9,6233 Fulton Point,3337,VIC,6,46,Other,"(3250,3350]",Other
Male,21,1995-10-10,Marketing Manager,n/a,Mass Customer,No,4,05123 Bobwhite Plaza,2528,NSW,9,21,Marketing Manager,"(2450,2550]",Other
Female,49,2000-04-17,Automation Specialist,n/a,High Net Worth,No,9,3413 Schmedeman Court,4122,QLD,8,17,Other,"(4050,4150]",Other
Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,Yes,15,4189 Laurel Center,2620,NSW,7,53,Other,"(2550,2650]",Other
Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,Yes,5,76 Melody Avenue,2092,NSW,12,25,Other,"(2050,2150]",Other
Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,No,12,1 Mcguire Lane,3356,VIC,4,55,Other,"(3350,3450]","(3350,3450]"
Female,29,1973-08-11,Staff Accountant,Property,High Net Worth,Yes,4,8734 Fulton Hill,2156,NSW,11,43,Other,"(2150,2250]",Other
Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,No,11,43 Pond Junction,3216,VIC,5,54,Other,"(3150,3250]",Other
Male,79,1963-08-25,Media Manager,Financial Services,Mass Customer,No,15,6195 Bellgrove Lane,4211,QLD,7,53,Media Manager,"(4150,4250]",Other
Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,7,63386 Talisman Hill,4556,QLD,8,38,Other,"(4550,4650]",Other
Male,7,1951-09-16,Quality Engineer,n/a,Mass Customer,Yes,13,30738 Muir Avenue,3105,VIC,10,65,Other,"(3050,3150]",Other
Male,66,1994-07-17,Analyst Programmer,n/a,Mass Customer,No,7,3259 Eagan Parkway,2066,NSW,8,22,Analyst Programmer,"(2050,2150]",Other
Male,94,1939-02-19,Human Resources Manager,n/a,Mass Customer,No,11,160 Fremont Point,2259,NSW,8,78,Human Resources Manager,"(2250,2350]",Other
Male,74,1948-01-01,Recruiter,n/a,Mass Customer,Yes,19,266 Lakewood Terrace,2761,NSW,8,69,Other,"(2750,2850]",Other
Male,47,1979-09-29,Recruiter,n/a,Affluent Customer,No,11,5280 Waxwing Point,2071,NSW,12,37,Other,"(2050,2150]",Other
Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,Yes,6,192 South Junction,2567,NSW,7,59,Other,"(2550,2650]",Other
Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,No,12,900 Victoria Way,2211,NSW,9,16,Other,"(2150,2250]",Other
